s2_file_names,class_name,AnnualCrop,Forest,HerbaceousVegetation,Highway,Industrial,Pasture,PermanentCrop,Residential,River,SeaLake
AnnualCrop_911.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_212.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_671.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_80.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_497.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_411.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_504.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_882.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_41.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_998.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_323.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_403.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_906.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_146.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_463.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_127.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_925.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_115.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_399.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_962.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_880.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_688.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_840.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_684.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_754.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_623.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_422.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_632.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_984.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_894.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_291.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_801.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_694.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_637.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_591.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_685.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_458.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_57.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_695.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_842.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_274.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_734.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_528.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_692.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_965.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_848.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_779.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_99.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_306.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_593.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_40.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_404.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_951.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_332.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_596.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_669.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_540.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_586.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_32.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_367.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_36.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_957.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_264.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_269.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_429.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_785.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_182.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_396.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_947.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_679.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_426.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_465.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_994.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_774.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_511.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_646.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_187.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_701.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_357.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_125.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_25.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_10.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_846.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_815.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_905.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_578.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_272.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_748.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_766.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_198.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_116.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_237.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_5.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_872.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_222.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_687.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_170.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_17.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_13.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_807.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_799.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_459.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_706.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_755.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_831.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_397.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_12.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_408.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_37.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_27.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_680.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_271.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_110.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_333.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_859.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_252.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_490.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_742.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_163.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_760.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_120.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_280.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_225.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualCrop_565.npy,AnnualCrop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
